,Away team,Home team,Year,week,Awayscore,Homescore,Nethomepoints,Spread,Aappg,Aappga,Happg,Happga,DAappg,DAappga,DHappg,DHappga,OsbournM,WuM
514,24,21,1996,4,40,34,-6,-3,22,21,11.33333333,13.66666667,21.64370695,21.26007542,21.43778255,19.93276501,0.890905398,4.321189888
515,25,28,1996,4,17,13,-4,10,14.66666667,31.33333333,10.66666667,27.33333333,22.19075118,24.06831027,18.14342151,22.73945117,1.290318331,-0.636164892
516,26,5,1996,4,7,23,16,1.5,30.5,5.5,25.5,13,26.27204526,16.0964704,20.77423879,18.91334785,-0.072363498,-5.408037602
517,30,27,1996,4,17,10,-7,-1.5,18.33333333,10,13,25,22.09351508,19.05855323,17.91695926,23.05696432,-4.15622651,-6.550592323
518,2,26,1997,4,7,34,27,-15,18,24.33333333,18,10.66666667,20.91643061,24.25685231,23.53133987,18.06441647,7.26802855,13.05460357
519,3,29,1997,4,36,10,-26,-3.5,24.66666667,20.33333333,18.5,18.5,23.36255996,23.11328299,20.28268089,19.56815931,1.165574094,3.5739383
520,6,17,1997,4,3,31,28,-13,18.33333333,32.33333333,33,12.33333333,20.18374989,23.2424639,25.52410106,19.34382608,15.37979327,13.72618769
521,7,9,1997,4,20,38,18,-11.5,17,22,29.66666667,10.33333333,20.54850285,21.36210058,24.4185604,18.3003947,12.21850709,11.1700289
522,10,18,1997,4,17,35,18,5.5,25.66666667,16,12.33333333,30.33333333,21.42894684,21.00973057,18.03511928,23.41183837,-7.324810071,-4.073336654
523,12,4,1997,4,35,37,2,-6.5,6.333333333,26,19,26,20.05859108,22.45371371,21.30391671,21.30828596,6.952092473,5.391503121
524,14,5,1997,4,35,14,-21,-5.5,17.66666667,20.66666667,15,12.33333333,20.53263322,20.80542809,22.33950055,17.74359614,4.452816221,8.607939403
525,15,28,1997,4,21,31,10,-3.5,16.66666667,15.33333333,21.66666667,12.33333333,21.67295926,20.1509695,18.6743813,19.00693557,6.249743685,0.687065057
526,16,11,1997,4,32,38,6,-12,25,21.66666667,23.33333333,17.33333333,21.24897211,21.25976568,25.73504378,18.61718844,3.954877147,11.66847675
527,19,27,1997,4,3,13,10,-2.5,22.33333333,27,21.33333333,24.66666667,19.35383307,22.03213596,21.05239818,23.4481602,2.92908732,2.83362007
528,21,20,1997,4,22,23,1,-1.5,28,27.66666667,29,19.33333333,22.76400246,22.09920432,21.06543735,23.13059212,6.323448311,-0.064499574
529,23,13,1997,4,21,30,9,-3.5,10.5,25,34,20,18.11255866,18.93686726,23.94447737,20.19807053,13.88071175,8.17287284
530,24,25,1997,4,22,26,4,-5.5,11.33333333,24.33333333,16,26.33333333,20.32130444,22.82506762,20.96412648,23.22840702,3.236919059,2.87285877
531,1,27,1998,4,20,17,-3,-3.5,13.66666667,24.66666667,27.33333333,31.66666667,19.74659487,22.94282443,21.49693062,24.01762182,5.564027269,3.322147527
532,2,26,1998,4,20,31,11,-11.5,18,13,40.5,20,19.53000174,19.83461179,26.92478339,18.40672398,10.65645199,13.58437712
533,7,3,1998,4,24,31,7,-5,18,21.33333333,15.66666667,18,22.26795674,22.70854976,21.19733015,21.02564588,2.796492897,3.683619945
534,9,30,1998,4,38,16,-22,5.5,34.33333333,20.33333333,16,33.33333333,27.23557666,20.51922602,21.25793651,23.17462119,-8.711103105,-5.960055882
535,11,5,1998,4,37,30,-7,6.5,24.66666667,13.33333333,14,19,24.86099111,19.02331549,17.09640791,19.51369285,-2.947290964,-6.237534746
536,13,29,1998,4,27,22,-5,3,23,16.33333333,15.33333333,18,23.88219624,20.23472752,21.37177181,20.43608748,-0.562307203,0.355631779
537,14,22,1998,4,24,21,-3,8,22.33333333,12,5,24,23.26150646,17.91219627,19.93368965,22.69046628,-8.203796483,-5.950087473
538,16,6,1998,4,31,28,-3,6.5,32.66666667,14.66666667,16.66666667,22.66666667,23.61249152,20.5892369,19.44000304,23.24695511,-5.607649522,-4.703389019
539,18,12,1998,4,19,13,-6,0,21.5,15.5,9,32.33333333,18.41487611,19.33196348,20.19086994,24.85953837,-8.12861916,-1.855775957
540,19,24,1998,4,34,16,-18,1,18.33333333,25,12,14.66666667,20.88889396,21.08977173,19.09099103,21.7009756,3.277161437,-0.136739561
541,21,8,1998,4,13,12,-1,-5,15,26.33333333,30.66666667,19.66666667,21.07611743,23.95272163,21.95608922,20.83958175,11.27720229,7.361258273
542,25,23,1998,4,10,13,3,-3,31.66666667,9.333333333,12.33333333,15.33333333,23.84200647,19.56419874,22.2366027,19.84776803,-6.033125688,1.454313271
543,28,10,1998,4,6,27,21,1.5,16.33333333,23,17.66666667,33.66666667,20.46649379,20.65274328,22.94187545,23.52820136,-0.824802757,2.560513508
544,1,8,1999,4,7,35,28,-7.5,17,22.33333333,32.5,21,21.29285058,22.45541727,24.92786719,18.80960435,9.763324885,11.65971069
545,3,2,1999,4,19,13,-6,-3,15.66666667,20,9.333333333,25.33333333,19.52261298,21.26054003,24.01224468,21.56126358,-2.118774605,7.773948767
546,4,15,1999,4,23,18,-5,-5,19,11.33333333,28.5,18.5,23.68377795,19.4790469,22.37055476,18.18626341,5.091864457,3.615850203
547,5,30,1999,4,36,38,2,-8,19,14.66666667,37.33333333,27.33333333,21.80339376,21.49884129,23.02131143,24.18808038,6.762623371,1.484717293
548,13,23,1999,4,17,3,-14,3,27.33333333,14.33333333,25.33333333,16.33333333,24.22936389,20.16827863,20.25186236,19.98205963,2.289933479,-0.946108426
549,14,24,1999,4,14,21,7,-1,24.66666667,17,26.5,17,22.06979583,21.12717764,19.85471256,19.93628403,4.278451686,1.754388625
550,18,6,1999,4,10,14,4,1,20,19,16.66666667,18.33333333,19.69519058,20.66527277,19.82195608,21.48029321,1.738768726,1.763951599
551,20,9,1999,4,21,13,-8,-5.5,17,24.66666667,13.66666667,25.66666667,23.96652185,21.03939302,26.15165351,21.96537733,0.488073335,5.401947185
552,21,25,1999,4,21,22,1,-3.5,23.33333333,20.66666667,21,17,20.79903528,21.74872153,23.04846202,20.23441778,3.373321021,7.360931008
553,22,19,1999,4,15,16,1,-9.5,9.666666667,23.33333333,17.33333333,26.33333333,15.78740821,22.08437309,20.20759783,22.0998238,4.146764842,6.89404335
554,27,7,1999,4,38,10,-28,3.5,31,8.5,15,32.33333333,22.15021164,19.60827136,19.43078126,25.71860918,-10.89810775,-7.192618421
555,28,16,1999,4,14,21,7,-7,15,10.66666667,18,19.66666667,20.7823074,18.70450845,28.17353833,20.53638029,1.33060612,10.25250639
556,29,26,1999,4,22,24,2,-1.5,27.33333333,21,18.33333333,24,22.40774171,21.20954184,25.94242646,21.94930715,-1.643427865,6.871385203
557,7,3,2000,4,0,37,37,-11.5,3.5,18.5,20.33333333,18.33333333,14.72598556,23.17644308,21.57572316,19.94744136,9.191492829,13.33239004
558,10,6,2000,4,21,14,-7,-1.5,13,17,11.33333333,28.33333333,20.83000327,20.45339661,19.20482633,23.04218802,-2.180063514,-2.171138333
559,11,1,2000,4,29,3,-26,-1.5,13.33333333,16.66666667,24,26,21.88956373,20.68937484,19.28325665,22.2826741,3.996919099,-1.98091987
560,13,12,2000,4,14,43,29,-3,25.33333333,15.33333333,29,26,24.15953575,18.33176072,25.02850032,21.02873152,1.4679702,1.984235662
561,14,9,2000,4,23,22,-1,-6.5,23.33333333,18,37,26.33333333,23.79589758,20.63822179,22.84318106,22.25142453,6.333578198,0.626162151
562,17,15,2000,4,3,10,7,-4,16,20.66666667,16.33333333,6.333333333,20.43526843,20.53591568,21.25978087,18.52123197,7.775845768,6.148359194
563,20,28,2000,4,21,17,-4,-7,22.33333333,16.33333333,31,8.666666667,21.29297927,20.08312679,20.98836048,17.29049751,9.87660519,5.905210503
564,22,18,2000,4,21,7,-14,-1.5,20.66666667,17.66666667,16,20.33333333,20.07913637,21.16055695,19.28940931,22.99537131,0.120036761,-0.515276929
565,25,24,2000,4,20,12,-8,2.5,18,23.33333333,14.33333333,26.33333333,21.76847969,21.30952491,19.39771155,22.21773548,-0.192034112,-0.978823547
566,26,8,2000,4,41,24,-17,-6.5,24.66666667,38.33333333,24,31.33333333,21.12960374,26.94547192,22.74187019,22.55230296,4.055744928,9.514380993
567,27,2,2000,4,41,20,-21,6.5,39.66666667,31.33333333,21.66666667,26.66666667,29.32175655,21.97958908,20.55476548,23.36300836,-2.707676872,-7.558770578
568,29,23,2000,4,23,20,-3,7,15,15,10,19.5,20.50703261,19.18170462,17.31039207,19.7407237,-0.909794405,-1.777896801
569,30,19,2000,4,16,6,-10,-1,17,19.66666667,22.66666667,13.66666667,24.75980893,21.90078687,21.0597756,20.37072268,7.30677431,0.954671138
570,31,21,2000,4,10,36,26,-10.5,18,18,23.66666667,23.33333333,18.21337834,22.57534225,23.82712294,21.83170521,3.479794546,9.919616042
571,1,22,2001,4,21,20,-1,-14,15.5,36,28,13.66666667,16.1377618,25.31344186,23.08719349,18.46729127,14.76402008,17.85613674
572,5,26,2001,4,14,24,10,-6.5,15.66666667,21.66666667,20.33333333,20,20.7272341,21.17554305,23.45610735,22.72601376,5.073729162,4.443669152
573,6,2,2001,4,31,3,-28,-3,11.5,13.5,23.66666667,15.33333333,15.21353486,19.75455466,19.77254454,21.63328776,7.421479983,4.959216682
574,7,23,2001,4,7,16,9,-5,19.33333333,18.33333333,11.5,12,17.39808768,21.32869247,17.81162542,16.97502758,1.77717937,7.417881645
575,8,21,2001,4,21,28,7,-18,15,27.33333333,26.66666667,18.66666667,20.19468734,23.17740884,26.72306043,20.38524416,10.15637359,13.9535666
576,11,28,2001,4,10,14,4,-3,31,4.333333333,13,13,23.42698372,17.89891373,19.87171311,17.48027061,-6.068562434,-0.160957856
577,13,25,2001,4,15,24,9,3.5,16,10.66666667,8.666666667,23.66666667,22.43317663,19.24353327,20.3653116,23.1791124,-4.552148495,-3.733218903
578,14,9,2001,4,6,20,14,-10,24,17.66666667,27.33333333,19,22.8300132,21.11002338,26.96179716,21.6315842,4.361572557,8.006993539
579,16,18,2001,4,15,28,13,-3.5,14.33333333,19,18.5,13.5,23.15847992,21.66527325,20.50537437,18.47502141,6.316891738,3.776512597
580,17,15,2001,4,10,30,20,-10,21.33333333,15.33333333,19.66666667,26.66666667,20.2591111,20.36994833,21.48389144,20.7689514,-1.416669333,3.819945864
581,20,4,2001,4,42,36,-6,4.5,17,22.33333333,11.66666667,28.66666667,21.17532657,21.4952793,20.49943481,23.26101199,-2.109801078,-0.014155008
582,24,31,2001,4,16,20,4,3,30,12.66666667,17.66666667,12.33333333,20.8653034,21.55030408,16.53681682,21.12934581,-1.087473367,-2.187331659
583,27,10,2001,4,35,0,-35,14,30.66666667,17.66666667,10,26,28.89000591,23.08083289,17.06295487,20.36337423,-8.155056661,-6.891598482
584,29,3,2001,4,7,26,19,-3.5,14.5,22,15.66666667,13.33333333,19.23473535,16.80696221,21.40299717,17.05250598,5.911383131,5.228109619
585,30,19,2001,4,9,23,14,-13.5,5.333333333,37.33333333,18,15.66666667,18.9071989,23.64440948,21.47466966,18.8874752,13.72178055,10.8213474
586,5,11,2002,4,14,17,3,-7,20.66666667,9.333333333,31.33333333,33.33333333,19.52089731,20.37273597,24.54530619,22.7871971,-0.102179516,6.078297819
587,6,4,2002,4,27,33,6,-3,21.33333333,21.66666667,33,34.66666667,22.08073328,19.3731788,21.02880762,25.650147,3.365880259,-5.275757664
588,8,27,2002,4,13,10,-3,-11.5,14.66666667,25.33333333,17,25,18.75317384,22.38664534,26.5226691,21.22452794,3.221311331,13.29928799
589,9,3,2002,4,23,34,11,7,25,17.66666667,3.5,17.5,22.48297423,20.85735549,15.22085995,18.03928969,-5.932162861,-2.598387152
590,15,14,2002,4,30,48,18,3,33.33333333,12.33333333,31.33333333,34.33333333,23.38113221,18.95640199,22.48863598,24.30273981,-4.210856587,-3.59170978
591,16,25,2002,4,23,48,25,-3,25.33333333,31,12,21.33333333,21.04514944,24.40535565,20.11932613,21.34414318,0.048090344,4.967995128
592,17,24,2002,4,14,21,7,3,38.33333333,19.66666667,27,8,24.64279966,20.13211167,22.43527836,18.60468025,3.488895445,2.966961183
593,18,10,2002,4,21,26,5,7.5,30,21,19.66666667,39,22.74568759,22.70870463,19.92669829,26.59142714,-7.358128604,-4.849645795
594,19,1,2002,4,7,21,14,3,16,14.33333333,20.66666667,22.33333333,20.28836341,19.88192169,20.75489944,21.86585887,2.21702811,1.075250364
595,20,13,2002,4,3,28,25,-3.5,15.66666667,35,24,22,20.6684721,23.61180452,20.49569892,19.23807539,9.704519172,7.409396246
596,28,7,2002,4,35,7,-28,7,23.66666667,13.33333333,5.333333333,28,21.88797675,18.98962644,17.29124374,22.43593997,-9.589889311,-6.492711614
597,29,21,2002,4,25,52,27,-7,22.66666667,25.33333333,30.5,17,22.14687271,23.22887163,24.83690952,19.55242406,9.092387842,10.66963302
598,31,23,2002,4,13,16,3,-6,30,25,15.5,30,21.33539945,21.99937612,19.65136998,18.52015593,-4.868061088,4.795016193
599,6,16,1992,5,20,21,1,-5.5,22,27.5,27,19.5,19.99097785,21.24035971,21.53717282,19.7030141,7.514951082,6.318168898
600,8,22,1992,5,7,31,24,-5.5,29.33333333,19.33333333,25.33333333,9,22.9476659,20.70498041,20.89824443,17.50932147,5.571588687,4.574390815
601,11,2,1992,5,10,24,14,-7,16,20,18.75,23,17.81384065,19.8473043,19.84882462,20.62504512,2.724534596,3.766469448
602,12,28,1992,5,24,14,-10,-9.5,8,20.33333333,25.25,14.75,15.10242337,22.10261144,19.61513435,18.98190719,11.50577724,10.45549919
603,14,9,1992,5,19,20,1,0,24.25,11.75,12.5,14,20.98802158,17.74863489,17.17316454,18.14688083,-2.120246687,-2.107453223
604,15,4,1992,5,37,10,-27,-11.5,24,16.66666667,38.25,11.25,22.47744116,20.82413105,27.09491418,17.98222876,11.63033404,12.45022073
605,17,20,1992,5,21,30,9,-8.5,4.333333333,21.66666667,12.75,24,16.75685262,21.09132042,17.38542606,20.60821237,4.431302754,3.04114768
606,18,10,1992,5,13,7,-6,0,15.25,11,22,21,18.51294237,17.37431651,20.53623756,19.97023689,2.615467879,2.063883294
607,19,21,1992,5,10,13,3,2,23,26.33333333,14.25,24,20.56214291,21.89768949,17.62300177,20.62891834,-0.372275231,0.436085165
608,25,24,1992,5,6,17,11,-4,9.25,18,7.25,23.75,15.80417694,19.14590763,15.16934116,20.80783321,-0.703718273,-1.134708407
609,27,26,1992,5,24,27,3,-16.5,12.25,19,27.25,18,16.14301343,20.02978486,22.86721677,19.03202476,9.314174775,11.26948364
610,30,1,1992,5,24,27,3,10.5,15.66666667,16.66666667,13.66666667,28.33333333,25.86890961,18.71856533,17.19044762,23.0927216,-2.215779466,-11.58806252
611,2,6,1993,5,0,6,6,-6.5,22.75,36.5,24.66666667,17.66666667,20.60049945,23.93593675,21.12960374,21.22793506,9.389430097,6.315727938
612,10,28,1993,5,10,27,17,6.5,19.5,15.75,9,32.33333333,18.87709304,19.02719237,18.8393438,24.25313545,-7.333462334,-3.641521453
613,11,8,1993,5,14,36,22,-11.5,22,13.66666667,14.33333333,19.33333333,20.32156181,19.32636208,23.51105196,19.57639719,-1.859241597,6.589390965
614,12,9,1993,5,13,35,22,-7,17.33333333,13.33333333,22.33333333,17.33333333,18.12154662,19.360206,19.94145313,20.621687,3.963194901,3.064067765
615,16,26,1993,5,19,38,19,-10,10.66666667,14.66666667,21.75,20.5,22.13923791,18.73633907,21.71438831,19.55676899,5.371642106,1.921770098
616,18,27,1993,5,37,6,-31,4,24.25,17,17.75,17.25,21.09707352,18.62438499,18.89072656,19.6153578,0.498795122,-0.810643438
617,19,4,1993,5,14,17,3,-5,23,12.33333333,21.33333333,15.33333333,21.29666798,20.25343047,23.34411641,19.44349942,1.900640673,6.564292094
618,21,14,1993,5,9,24,15,-9.5,19,13,14,13.33333333,19.24724651,18.93924773,21.68758542,19.02331549,1.028863703,5.568630662
619,22,20,1993,5,35,30,-5,1.5,25.66666667,21.66666667,29.66666667,15.66666667,22.95675899,20.08064888,19.3944089,20.04974747,7.086496289,-0.950485324
620,24,25,1993,5,14,31,17,3.5,17.66666667,21,15.25,14.75,21.64911133,19.87882431,15.77301229,18.707553,3.796642262,-2.901305399
621,30,15,1993,5,10,17,7,-5.5,25.33333333,22.33333333,20,19,21.33895947,20.3835406,22.01459385,20.14926594,1.964470646,4.162070352
622,2,27,1994,5,8,5,-3,1.5,24,23.5,15.5,19.25,20.83028602,20.97639509,16.95310982,19.96475287,0.709777624,-0.888994505
623,4,6,1994,5,13,20,7,2,20.75,21.25,19,22,20.02018964,19.74991008,18.19357162,19.84987426,1.8174131,0.298423694
624,8,30,1994,5,34,7,-27,11.5,21,15.33333333,22,27.5,23.16598603,18.53389503,19.05040484,21.63377327,-0.567602193,-5.08237768
625,10,28,1994,5,14,24,10,3,17.75,19.5,10.75,17.5,18.68625417,19.63054318,15.72822832,19.63314971,0.393015581,-1.382464113
626,11,17,1994,5,16,17,1,-3,16.75,12.5,31,30.5,18.95499047,18.06601183,21.89353436,21.97668858,3.065340705,1.756753483
627,15,7,1994,5,23,7,-16,8.5,31.5,25.25,17.75,26.5,23.55852327,21.17858589,17.17315845,21.28307493,-3.109652465,-4.607936263
628,16,1,1994,5,7,17,10,3,25,17,9.666666667,22,20.6024442,19.07991647,20.63527369,20.55214073,-5.011136846,1.281768218
629,19,18,1994,5,22,27,5,2,26.33333333,21,15.75,24.75,21.08006351,19.27242138,18.33767974,21.02911919,-2.681757696,-2.44052279
630,20,3,1994,5,7,27,20,-3,17.25,18,22.75,12.75,18.15267916,19.07343671,20.28697511,18.24945155,7.112138321,5.915820234
631,22,26,1994,5,40,8,-32,-8.5,22,19,29.75,17.5,20.82103886,20.72197981,24.71720219,19.21385369,7.054355491,9.535488075
632,25,12,1994,5,15,17,2,3,26.5,13.25,22.5,24.25,21.09901827,18.39374176,18.64340683,21.10224174,-1.769909555,-3.096771644
633,29,23,1994,5,14,30,16,-8.5,16.25,23.25,17.5,21.75,19.18477907,20.16142307,18.74662249,20.05984809,3.439152901,2.015788006
634,4,3,1995,5,22,19,-3,-7,19.33333333,15,21.25,11.75,21.95214313,20.60592656,20.32202926,17.50016317,5.213992202,4.729948267
635,8,30,1995,5,23,27,4,13,30.75,14.5,18,19.75,24.21673051,18.32223,19.06209361,20.30574985,-3.336893838,-4.786855885
636,9,25,1995,5,10,27,17,3,21.75,21.5,14.66666667,23,20.56934291,20.60111755,19.95779496,21.66341482,-0.73338156,0.794730158
637,14,1,1995,5,24,3,-21,1.5,23.5,19.75,16.5,27.25,20.7192873,19.71562952,17.44773711,21.17597935,-2.563855754,-2.907364446
638,15,7,1995,5,26,23,-3,10.5,31.66666667,9,24.25,25,24.54715054,18.90741711,20.3609729,21.4092657,-4.331153094,-4.124369894
639,17,2,1995,5,17,30,13,-2.5,7.666666667,20.66666667,18.25,22,21.18244662,21.0075624,19.09714573,20.65223086,6.068739903,0.711054908
640,19,26,1995,5,6,20,14,-15.5,17,24.5,29.25,15.5,18.199416,20.77838504,25.00151677,18.78681121,10.89830936,13.0296637
641,21,20,1995,5,47,10,-37,7.5,25.5,13.75,17,25.5,21.10875621,18.56909092,17.99494361,21.07214194,-4.126680889,-3.703842653
642,22,18,1995,5,15,10,-5,-2,18.75,28.75,22,28.25,19.12635549,21.71237985,20.658921,22.11679802,3.736859669,3.762648928
643,24,23,1995,5,16,31,15,-1.5,16.25,13.5,22.75,26,19.36198848,18.40635717,20.45055302,20.73501819,1.504183461,1.336317113
644,27,12,1995,5,18,21,3,-3,24.75,16.25,20.66666667,22.66666667,20.64918103,19.30607142,21.10747147,21.54565801,-0.537690596,0.921951154
645,2,26,1996,5,17,39,22,-12,13.66666667,28.33333333,22.66666667,11.33333333,22.0676941,23.17694423,25.70197406,18.21570747,11.77080194,13.33648053
646,5,13,1996,5,14,24,10,2,24.66666667,11,19.75,22,20.95331772,19.27706746,18.98030262,20.75058424,-2.142384556,-1.175261768
647,8,22,1996,5,23,19,-4,-3,16,14.25,21.75,22,20.0221425,18.49079188,20.17402961,20.40893563,2.787876746,0.805842583
648,9,7,1996,5,14,10,-4,3,25.5,16.5,20,22.66666667,22.26743311,19.25656891,22.27902288,22.4552624,-1.032371945,-0.296955625
649,10,28,1996,5,27,0,-27,6,21.5,15.75,11.25,24.75,21.70659918,19.04789835,15.89375301,20.98770724,-4.374503941,-6.338722708
650,11,25,1996,5,31,10,-21,10,34,14,15.25,26.75,25.06772137,18.55582387,18.81283521,21.58039753,-8.351536327,-7.168187725
651,14,24,1996,5,19,22,3,-2,22.75,13.25,26.5,24.25,21.02307573,18.01585768,21.65790948,20.81753456,1.34608148,0.715540598
652,16,19,1996,5,10,15,5,5.5,22.5,16.25,10.75,21.75,21.68322974,19.4096013,16.45069744,20.36526125,-3.750037523,-4.502809485
653,18,3,1996,5,10,17,7,-5.5,15,26.75,16.33333333,24.66666667,18.13710292,21.48722064,20.17268376,22.55540034,3.32277272,3.371534211
654,20,30,1996,5,16,31,15,-8,11.5,25.25,18,10,15.90154214,21.3494102,19.44377541,17.74315086,10.11847603,10.08466533
655,21,6,1996,5,17,19,2,-1.5,17,20.25,13.75,17.75,19.13998901,19.99968506,18.75246891,19.60435318,2.103200726,2.422774739
656,27,1,1996,5,28,31,3,-2,12,22.33333333,12.75,25.75,20.35437415,23.1291983,16.85379784,21.65417172,1.215826663,-0.204979763
657,32,23,1996,5,16,30,14,-5,27.33333333,20,21.33333333,15.66666667,22.2902177,21.66480864,24.10802248,20.25188178,2.356777536,7.123645322
658,1,28,1997,5,18,19,1,-7.5,19.66666667,21.66666667,24,14.5,20.80812838,22.64101679,19.5352942,18.55517224,7.188794446,5.812245907
659,3,24,1997,5,17,21,4,-1.5,27.5,17.75,14,24.75,22.64327052,20.02364921,17.71063309,21.1999435,-4.782817747,-4.166210954
660,6,8,1997,5,3,27,24,-14,14.5,32,26.66666667,17.33333333,17.49447598,22.3992062,21.05252686,19.29096947,12.11792146,9.878159373
661,9,2,1997,5,29,21,-8,11.5,31.75,12.75,15.25,26.75,24.20699257,18.08380374,18.07673459,22.07216448,-7.885578051,-8.32721197
662,11,10,1997,5,15,26,11,7.5,27,21,23.5,20.75,23.65005422,19.53023489,20.48755192,20.2940936,1.901486443,-1.12229798
663,13,30,1997,5,12,24,12,-1.5,32.66666667,20.33333333,18.66666667,12.33333333,22.76044243,21.32776326,22.59483649,19.32698156,0.530566584,5.460629344
664,18,19,1997,5,9,14,5,-5,18,27,17.5,23.5,17.82162775,21.49465956,17.84694396,20.5208636,3.232025686,3.109690886
665,20,7,1997,5,31,14,-17,-4,27.5,20,18,27.33333333,21.38917318,20.57718998,22.76743379,23.31216504,-3.315272465,1.602151505
666,22,16,1997,5,19,28,9,-2.5,15.66666667,20.33333333,26.75,25.75,22.28442726,21.42883041,21.42033174,21.10028684,5.473489296,2.494752949
667,25,14,1997,5,17,20,3,-5,18.5,25.25,22,19,19.17309233,21.30799824,19.96371486,19.56390039,6.136682194,5.36711147
668,26,5,1997,5,34,21,-13,3.5,22,9.75,14.75,18,21.34049565,17.34229838,18.71546798,18.92331838,-2.298498276,-1.839382349
669,27,21,1997,5,17,35,18,-7.5,19.25,19.25,26.5,26.5,19.21009123,20.18216563,21.91690785,21.14848609,3.494553837,4.758329163
670,29,23,1997,5,24,37,13,-6.5,15.66666667,24.33333333,14,26.66666667,21.7555692,21.86492965,21.57006141,21.29113169,0.669037567,3.449100942
671,5,2,1998,5,23,51,28,-3,19.33333333,25,18.66666667,19,19.74856791,21.91515349,21.30207236,21.49682799,4.300986811,4.899702662
672,8,30,1998,5,31,10,-21,1.5,26,18,16,34.5,21.2742809,19.42026182,18.54994126,22.85665601,-6.757409609,-4.325346217
673,10,6,1998,5,27,31,4,-1,20,26.75,19.5,24.75,20.47392449,21.26980788,18.74077811,21.43288574,2.870571222,0.332180143
674,15,20,1998,5,9,20,11,-2.5,19.33333333,7.333333333,28,22,21.92276213,18.57130094,22.99905048,20.85534219,2.387459245,2.076006052
675,16,11,1998,5,37,24,-13,-7,32.25,18,27.75,17.5,23.85452053,19.65320406,23.41442326,19.14655926,2.179760961,3.839768236
676,17,18,1998,5,30,27,-3,7,25.66666667,16.33333333,20.66666667,14.66666667,23.39747403,19.74623627,19.05080127,20.05021208,1.997640511,-2.176485454
677,19,28,1998,5,3,20,17,-3.5,22.25,22.75,13.75,24,20.17597639,20.19313367,17.48474007,20.45291754,-1.322832357,-0.976813418
678,21,1,1998,5,23,20,-3,-2.5,14.5,22.75,15.25,22.75,18.05336719,20.99031377,17.72231578,20.78325401,2.590286938,1.880602004
679,22,9,1998,5,16,41,25,-15.5,9,24,35.25,19.25,16.28712155,21.01715541,26.37439589,19.55063334,14.9601974,16.01572465
680,24,12,1998,5,12,17,5,-2.5,13,19.5,10,29,16.807061,20.3190169,16.53638198,22.24782117,-2.302776046,-0.809437775
681,25,14,1998,5,6,17,11,-4,26.25,10.25,22.75,14.25,22.18174857,17.99388501,21.25481111,18.18537872,1.146289652,2.096205068
682,26,4,1998,5,21,26,5,10,37.33333333,20,18,21,24.6666476,20.08142322,19.32985645,22.00123455,-4.628950672,-4.977324195
683,2,18,1999,5,20,17,-3,-2,10.25,23.75,16.66666667,17.33333333,18.37079116,20.53347902,20.67400516,21.12702277,6.959094248,4.413020578
684,3,29,1999,5,11,14,3,-7,16.5,18.25,26,21.75,17.91120787,19.58299557,21.62869972,20.26173136,5.681099438,6.059943122
685,6,16,1999,5,24,22,-2,-13,16,16.25,18.75,18.25,17.85473513,19.3216009,22.50696573,19.3811123,3.363770278,7.968095442
686,8,22,1999,5,10,13,3,9.5,33.33333333,16.33333333,11,21.5,24.46822931,19.51041291,14.76818145,20.33193985,-7.456130195,-9.223321811
687,9,21,1999,5,16,13,-3,-6.5,13.5,24.5,22.75,21,20.16235504,20.79909102,20.06887122,20.28600304,7.357921073,3.145136333
688,13,20,1999,5,16,6,-10,3,24.75,11.5,18,21.75,22.09411928,18.13978601,20.37071693,19.98220068,-2.712134644,-0.863928102
689,15,12,1999,5,34,31,-3,2,25,20,28.66666667,21.33333333,21.92473517,20.08142322,21.94502309,23.36548626,4.40788903,-0.556315928
690,17,14,1999,5,14,16,2,-2.5,24,19.25,22,18,21.11654737,19.76804609,20.37265965,19.67391003,2.818592779,2.198463079
691,19,1,1999,5,3,14,11,-3,17,23.5,14.5,25.5,18.30846795,20.58298153,18.06699868,21.3723786,0.586674531,0.946541219
692,23,4,1999,5,21,24,3,-6.5,19.75,16.5,20,13,18.81672471,19.03915615,20.76018584,18.43806777,4.489488643,5.605393227
693,24,10,1999,5,20,10,-10,-3.5,24.66666667,16,24,22,19.54302958,20.5717729,21.39034405,22.38819403,1.123144389,2.743338348
694,26,27,1999,5,20,42,22,-6,19.75,23.5,33.33333333,9,21.76112718,20.68133492,21.64765303,19.76648792,13.725209,4.045251106
695,28,11,1999,5,23,26,3,-6,14.75,13.25,22,22.33333333,17.99299886,18.29538837,24.1998542,21.46159025,2.952469421,6.461786294
696,1,26,2000,5,20,27,7,-3.5,17,27,28.75,34.75,18.94237035,23.46392064,21.98701006,23.75962842,4.534225835,5.589261465
697,2,22,2000,5,10,38,28,-3,21.25,30.25,20.75,15,19.57229715,22.40925166,19.24319454,18.99452261,7.412399377,5.901220956
698,3,31,2000,5,12,0,-12,8.5,24.5,13.75,16,22.5,21.09123116,18.31026622,17.05047704,21.0294633,-3.136515068,-5.107870971
699,6,11,2000,5,27,24,-3,-5.5,12,26.5,17.25,13.25,16.58506356,21.39695781,19.33861905,18.5335071,8.802220994,8.413224888
700,8,5,2000,5,16,13,-3,-6,24,33.75,21.66666667,19,21.32101977,22.62727947,24.55058188,21.83371851,6.375203681,7.83036676
